Date,ind10,bse,int_bond,int_stock
"Aug 03, 2010",7.823,18167.03,74.214363,2222.48999
"Aug 04, 2010",7.837,18050.78,75.471855,2187.330078
"Aug 05, 2010",7.899,18048.85,74.598999,2245.889893
"Aug 06, 2010",7.833,18257.12,73.80751,2269.469971
"Aug 09, 2010",7.817,18454.94,73.681763,2296.429932
"Aug 10, 2010",7.84,18401.82,72.97168,2288.25
"Aug 11, 2010",7.824,18409.35,73.208366,2264.560059
"Aug 12, 2010",7.833,18311.59,73.18615,2251.689941
"Aug 13, 2010",7.827,18179.64,74.325356,2254.699951
"Aug 16, 2010",7.824,18226.35,73.281937,2295.360107
"Aug 17, 2010",7.876,17998.41,73.704926,2283.52002
"Aug 18, 2010",7.951,18032.11,73.140923,2303.570068
"Aug 20, 2010",7.977,17971.12,73.482323,2293.060059
"Aug 23, 2010",8.015,18205.87,74.283775,2288.469971
"Aug 24, 2010",8.012,18238.31,74.009171,2305.689941
"Aug 25, 2010",8.067,18221.43,74.165062,2277.169922
"Aug 26, 2010",8.031,18560.05,75.159439,2208.629883
"Aug 27, 2010",7.976,18645.06,74.973938,2190.27002
"Aug 30, 2010",7.993,18666.71,75.908943,2173.47998
"Aug 31, 2010",7.936,18799.66,77.808739,2181.870117
"Sep 01, 2010",7.961,19208.33,77.363441,2209.439941
"Sep 02, 2010",7.981,19346.96,77.571289,2215.699951
"Sep 03, 2010",7.97,19502.11,78.780846,2178.949951
"Sep 06, 2010",7.99,19417.49,78.691849,2179.76001
"Sep 07, 2010",7.949,19594.75,78.706604,2159.629883
"Sep 08, 2010",7.936,19906.1,79.968201,2123.76001
"Sep 09, 2010",7.913,20001.55,79.70845,2141.540039
"Sep 13, 2010",7.977,19941.72,80.458015,2118.689941
"Sep 14, 2010",7.944,19861.01,78.179741,2153.629883
"Sep 15, 2010",7.948,20045.18,79.67878,2119.969971
"Sep 16, 2010",7.973,20117.38,80.561882,2114.030029
"Sep 17, 2010",7.985,20104.86,78.896164,2176.840088
"Sep 20, 2010",7.981,19956.34,78.062515,2200.01001
"Sep 21, 2010",7.968,20069.12,77.094933,2233.75
"Sep 22, 2010",7.953,20445.04,78.672836,2208.889893
"Sep 23, 2010",7.925,20475.73,78.047684,2228.870117
"Sep 24, 2010",7.867,20407.71,76.50692,2236.199951
"Sep 27, 2010",7.864,20543.08,76.157135,2242.47998
"Sep 28, 2010",7.849,20315.32,76.529266,2285.709961
"Sep 29, 2010",7.852,20250.26,77.266106,2289.77002
"Oct 01, 2010",7.912,20339.89,76.119865,2301.320068
"Oct 04, 2010",7.936,20203.34,75.368134,2303.25
"Oct 05, 2010",7.956,20687.88,75.673309,2315.610107
"Oct 06, 2010",7.93,20497.64,76.112427,2355.830078
"Oct 07, 2010",7.947,20125.05,77.16938,2349.350098
"Oct 08, 2010",7.991,20168.89,77.86158,2334.550049
"Oct 11, 2010",8,19983.13,78.0849,2327.080078
"Oct 12, 2010",8.021,19872.15,77.035408,2381.219971
"Oct 13, 2010",8.022,20260.58,78.375137,2369.77002
"Oct 14, 2010",8.025,20165.86,78.911018,2379.590088
"Oct 15, 2010",8.07,20303.12,78.583527,2376.560059
"Oct 18, 2010",8.095,20221.39,78.531433,2368.620117
"Oct 19, 2010",8.086,20005.37,78.151955,2370.75
"Oct 20, 2010",8.157,19941.04,78.35363,2344.52002
"Oct 21, 2010",8.14,20032.34,77.882957,2399.830078
"Oct 22, 2010",8.147,20355.63,78.861618,2380.659912
"Oct 25, 2010",8.147,20345.69,78.204201,2383.669922
"Oct 26, 2010",8.177,20465.74,77.860611,2401.909912
"Oct 27, 2010",8.13,20893.57,77.875496,2402.330078
"Oct 28, 2010",8.135,21004.96,77.105988,2417.919922
"Oct 29, 2010",8.121,20852.38,76.986488,2441.22998
"Nov 01, 2010",8.11,20932.48,75.836006,2435.379883
"Nov 02, 2010",7.973,20875.71,74.909592,2468.77002
"Nov 03, 2010",7.955,20589.09,75.51474,2480.659912
"Nov 04, 2010",7.985,20156.89,75.970428,2436.949951
"Nov 08, 2010",8.012,20309.69,76.134811,2457.389893
"Nov 09, 2010",8.032,19865.14,75.230797,2459.669922
"Nov 10, 2010",8.078,19930.64,75.738853,2479.389893
"Nov 11, 2010",8.09,19585.44,75.955505,2490.850098
"Nov 12, 2010",8.089,19957.59,74.7826,2497.290039
"Nov 15, 2010",8.066,19691.84,74.125183,2503.26001
"Nov 16, 2010",8.069,19459.85,74.326851,2507.370117
"Nov 18, 2010",8.025,19318.16,75.021683,2507.409912
"Nov 19, 2010",8.03,19136.61,74.698631,2504.840088
"Nov 22, 2010",8.021,19405.1,75.680458,2533.52002
"Nov 23, 2010",7.996,19521.25,74.136543,2540.27002
"Nov 24, 2010",8.033,19850,74.713615,2577.340088
"Nov 25, 2010",8.019,19992.7,73.43203,2578.97998
"Nov 26, 2010",7.968,19966.93,73.761826,2580.050049
"Nov 29, 2010",8.016,19981.31,72.135483,2562.97998
"Nov 30, 2010",8.066,19934.64,72.232895,2578.780029
"Dec 01, 2010",8.114,19696.48,72.195435,2555.52002
"Dec 02, 2010",8.087,19242.36,71.805695,2518.209961
"Dec 03, 2010",8.178,19508.89,70.306793,2513.820068
"Dec 06, 2010",8.219,19691.78,72.053017,2469.840088
"Dec 07, 2010",8.097,19799.19,71.655853,2476.01001
"Dec 08, 2010",8.114,19647.77,71.948051,2514.399902
"Dec 09, 2010",8.125,19864.85,72.390289,2518.120117
"Dec 10, 2010",8.097,19888.88,72.697594,2532.02002
"Dec 13, 2010",8.114,20060.32,73.057281,2494.949951
"Dec 14, 2010",8.099,20015.8,71.75325,2543.120117
"Dec 15, 2010",8.078,19982.88,72.750076,2534.560059
"Dec 16, 2010",7.959,20073.66,73.372063,2525.219971
"Dec 20, 2010",7.967,20028.93,73.754318,2498.22998
"Dec 21, 2010",7.934,20025.42,72.114845,2549.429932
"Dec 22, 2010",7.957,20256.03,71.926811,2579.350098
"Dec 23, 2010",7.933,20389.07,71.362755,2591.459961
"Dec 24, 2010",7.916,20509.09,72.370544,2594.919922
"Dec 27, 2010",7.919,20561.05,70.821342,2598.48999
"Dec 28, 2010",7.903,20498.72,70.136917,2609.159912
"Dec 29, 2010",7.893,20301.1,70.48288,2616.669922
"Dec 30, 2010",7.92,20184.74,70.054192,2637.540039
"Dec 31, 2010",7.913,19691.81,70.317406,2624.909912
"Jan 03, 2011",7.96,19224.12,69.294617,2627.719971
"Jan 04, 2011",8.068,19196.34,68.392189,2617.219971
"Jan 05, 2011",8.068,19534.1,68.865944,2637.310059
"Jan 06, 2011",8.126,19182.82,70.121933,2642.969971
"Jan 07, 2011",8.199,18860.44,70.046661,2649.560059
"Jan 10, 2011",8.226,18882.25,70.535507,2667.610107
"Jan 11, 2011",8.208,19092.05,70.031616,2671.47998
"Jan 12, 2011",8.178,18978.32,69.888733,2665.600098
"Jan 13, 2011",8.142,19046.54,70.512955,2667.27002
"Jan 14, 2011",8.191,19007.53,69.131973,2662.879883
"Jan 17, 2011",8.234,19151.28,70.301659,2666.929932
"Jan 18, 2011",8.194,18969.45,70.248772,2662.97998
"Jan 19, 2011",8.184,18684.43,71.026093,2652.870117
"Jan 20, 2011",8.13,18395.97,70.490265,2691.52002
"Jan 21, 2011",8.171,18327.76,70.573318,2681.25
"Jan 24, 2011",8.185,18022.22,69.018776,2702.199951
"Jan 25, 2011",8.154,18090.62,69.320656,2709.889893
"Jan 27, 2011",8.148,18449.31,69.690407,2703.169922
"Jan 28, 2011",8.132,18008.15,70.067719,2707.800049
"Jan 31, 2011",8.148,18037.19,69.675285,2716.830078
"Feb 01, 2011",8.154,17775.7,69.131973,2737.330078
"Feb 02, 2011",8.15,17592.77,69.750763,2735.290039
"Feb 03, 2011",8.162,17463.04,69.305527,2755.300049
"Feb 04, 2011",8.196,17728.61,68.981041,2765.850098
"Feb 07, 2011",8.207,18202.2,69.479073,2725.360107
"Feb 08, 2011",8.179,18273.8,68.520721,2704.290039
"Feb 09, 2011",8.166,18300.9,69.064034,2689.540039
"Feb 10, 2011",8.131,18506.82,69.094231,2717.550049
"Feb 11, 2011",8.127,18211.52,69.750763,2719.25
"Feb 14, 2011",8.09,18438.31,68.69429,2739.5
"Feb 15, 2011",8.105,18296.16,69.003654,2755.280029
"Feb 17, 2011",8.083,18178.33,69.365898,2686.889893
"Feb 18, 2011",8.099,17632.41,68.837654,2700.080078
"Feb 21, 2011",8.078,17700.91,68.496864,2751.189941
"Feb 22, 2011",8.063,17823.4,68.512001,2749.560059
"Feb 23, 2011",8.039,18446.5,67.944061,2753.879883
"Feb 24, 2011",8.075,18489.76,67.254898,2769.300049
"Feb 25, 2011",8.079,18486.45,67.603279,2783.98999
"Feb 28, 2011",7.992,18222.67,66.982315,2797.050049
"Mar 01, 2011",7.994,18439.65,67.565399,2789.070068
"Mar 03, 2011",7.936,18469.95,66.7854,2790.449951
"Mar 04, 2011",7.942,18327.98,67.747131,2809.439941
"Mar 07, 2011",7.98,18174.09,67.792572,2817.179932
"Mar 08, 2011",7.964,18439.48,68.095528,2804.350098
"Mar 09, 2011",7.961,18167.64,67.875916,2825.560059
"Mar 10, 2011",7.961,18358.69,67.981949,2831.580078
"Mar 11, 2011",7.965,18149.87,67.769897,2833.949951
"Mar 14, 2011",7.962,17878.81,68.784599,2756.419922
"Mar 15, 2011",7.963,17839.05,69.034523,2722.98999
"Mar 16, 2011",7.965,17988.3,69.473778,2737.899902
"Mar 17, 2011",7.989,18206.16,69.882706,2781.050049
"Mar 18, 2011",8.005,18350.74,69.973595,2782.27002
"Mar 21, 2011",8.017,18815.64,70.176453,2737.409912
"Mar 22, 2011",8.016,18943.14,69.097633,2748.070068
"Mar 23, 2011",8.013,19120.8,68.421448,2798.73999
"Mar 24, 2011",8.013,19290.18,68.99128,2784.669922
"Mar 25, 2011",7.992,19445.22,68.550636,2745.629883
"Mar 28, 2011",7.982,19420.39,68.132744,2765.77002
"Mar 29, 2011",8.002,19701.73,68.793709,2751.719971
"Mar 30, 2011",8.016,19686.82,69.948524,2701.02002
"Mar 31, 2011",7.985,19612.2,69.553459,2715.610107
"Apr 05, 2011",7.977,19591.18,69.523087,2700.969971
"Apr 06, 2011",7.99,19451.45,70.563904,2667.330078
"Apr 07, 2011",7.974,19262.54,71.361626,2616.820068
"Apr 08, 2011",7.965,19696.86,70.814636,2636.050049
"Apr 11, 2011",8.019,19386.82,71.004547,2643.669922
"Apr 13, 2011",8.024,19091.17,70.586746,2692.090088
"Apr 15, 2011",8.064,19121.83,70.822212,2683.870117
"Apr 18, 2011",8.082,19470.98,70.731033,2698.300049
"Apr 19, 2011",8.08,19602.23,70.19928,2736.419922
"Apr 20, 2011",8.092,19584.31,70.024467,2743.060059
"Apr 21, 2011",8.11,19545.35,70.123283,2730.679932
"Apr 25, 2011",8.134,19448.69,69.5839,2756.889893
"Apr 26, 2011",8.091,19292.02,70.138474,2776.790039
"Apr 27, 2011",8.091,19135.96,69.994125,2781.070068
"Apr 28, 2011",8.111,18998.02,70.334419,2789.600098
"Apr 29, 2011",8.135,18534.69,70.410706,2789.189941
"May 02, 2011",8.139,18469.36,70.12838,2791.189941
"May 03, 2011",8.23,18210.58,69.075562,2799.820068
"May 04, 2011",8.294,18518.81,68.93821,2796.139893
"May 05, 2011",8.268,18528.96,68.572006,2780.419922
"May 06, 2011",8.183,18512.77,68.63308,2771.51001
"May 09, 2011",8.262,18584.96,69.373085,2744.790039
"May 10, 2011",8.284,18335.79,69.807983,2761.52002
"May 11, 2011",8.292,18531.28,69.754547,2760.219971
"May 12, 2011",8.212,18345.03,70.700539,2764.649902
"May 13, 2011",8.276,18137.35,70.860786,2735.379883
"May 16, 2011",8.283,18086.2,71.165962,2744.969971
"May 18, 2011",8.292,18141.4,70.708252,2802.51001
"May 19, 2011",8.321,18326.09,70.647232,2820.159912
"May 20, 2011",8.354,17993.33,70.914207,2825.879883
"May 23, 2011",8.344,18011.97,71.600845,2847.540039
"May 24, 2011",8.374,17847.24,70.868393,2869.879883
"May 25, 2011",8.374,18044.64,71.410095,2872.530029
"May 26, 2011",8.397,18266.1,71.631378,2873.540039
"May 27, 2011",8.457,18232.06,71.746277,2864.080078
"May 30, 2011",8.432,18503.28,72.152351,2841.620117
"May 31, 2011",8.411,18608.81,72.474144,2828.22998
"Jun 01, 2011",8.328,18494.18,73.16375,2814.719971
"Jun 02, 2011",8.279,18376.48,72.841949,2827.560059
"Jun 03, 2011",8.268,18420.11,72.765289,2843.25
"Jun 06, 2011",8.261,18495.62,72.244339,2871.889893
"Jun 07, 2011",8.284,18394.29,72.658051,2845.060059
"Jun 08, 2011",8.248,18384.9,72.198364,2863.040039
"Jun 09, 2011",8.269,18268.54,72.84964,2828.469971
"Jun 10, 2011",8.235,18266.03,73.255653,2782.310059
"Jun 13, 2011",8.246,18308.66,74.006561,2783.209961
"Jun 14, 2011",8.335,18132.24,73.025787,2815
"Jun 15, 2011",8.397,17985.88,72.995171,2823.310059
"Jun 16, 2011",8.3,17870.53,73.033508,2803.320068
"Jun 17, 2011",8.275,17506.63,73.385902,2758.899902
"Jun 20, 2011",8.196,17560.3,73.661766,2746.159912
"Jun 21, 2011",8.225,17550.63,73.316963,2761.379883
"Jun 22, 2011",8.251,17727.49,73.945251,2782.919922
"Jun 23, 2011",8.268,18240.68,73.914627,2796.860107
"Jun 24, 2011",8.247,18412.41,74.08316,2835.300049
"Jun 27, 2011",8.262,18492.45,75.084396,2769.189941
"Jun 28, 2011",8.288,18693.86,73.654068,2773.310059
"Jun 29, 2011",8.319,18845.87,74.077019,2732.780029
"Jun 30, 2011",8.326,18762.8,73.515656,2702.560059
"Jul 01, 2011",8.354,18814.48,73.854034,2701.560059
"Jul 04, 2011",8.357,18744.56,74.430779,2675.379883
"Jul 05, 2011",8.343,18726.97,74.130852,2684.870117
"Jul 06, 2011",8.333,19078.3,74.699898,2643.72998
"Jul 07, 2011",8.359,18858.04,74.32309,2639.689941
"Jul 08, 2011",8.355,18721.39,73.200409,2678.719971
"Jul 11, 2011",8.321,18411.62,74.530701,2631.459961
"Jul 12, 2011",8.28,18596.02,74.869125,2623.699951
"Jul 13, 2011",8.305,18618.2,74.515312,2616.47998
"Jul 14, 2011",8.247,18561.92,74.607567,2629.659912
"Jul 15, 2011",8.278,18507.04,74.276932,2687.26001
"Jul 18, 2011",8.25,18653.87,74.32309,2669.189941
"Jul 19, 2011",8.259,18502.38,74.892136,2686.75
"Jul 20, 2011",8.28,18436.19,74.576859,2652.889893
"Jul 21, 2011",8.274,18722.3,73.554146,2688.280029
"Jul 22, 2011",8.314,18871.29,72.961983,2729.310059
"Jul 25, 2011",8.294,18518.22,72.477516,2740.48999
"Jul 26, 2011",8.441,18432.25,72.362183,2773.52002
"Jul 27, 2011",8.451,18209.52,72.246407,2816.030029
"Jul 28, 2011",8.465,18197.2,72.40844,2825.77002
"Jul 29, 2011",8.454,18314.33,72.778839,2834.02002
"Aug 01, 2011",8.461,18109.89,72.562759,2872.659912
"Aug 02, 2011",8.436,17940.55,73.589035,2859.810059
"Aug 03, 2011",8.423,17693.18,74.692451,2802.620117
"Aug 04, 2011",8.403,17305.87,74.947083,2781.909912
"Aug 05, 2011",8.316,16990.18,75.155426,2796.919922
"Aug 08, 2011",8.261,16857.91,74.08287,2762.669922
"Aug 09, 2011",8.227,17130.51,74.206291,2789.800049
"Aug 10, 2011",8.192,17059.4,73.488731,2765.110107
"Aug 11, 2011",8.209,16839.63,75.016541,2826.52002
"Aug 12, 2011",8.3,16730.94,74.129135,2814.22998
"Aug 16, 2011",8.29,16840.8,73.558174,2834.429932
"Aug 17, 2011",8.322,16469.79,74.113739,2858.830078
"Aug 18, 2011",8.257,16141.67,73.30352,2842.800049
"Aug 22, 2011",8.269,16341.7,73.805138,2839.959961
"Aug 23, 2011",8.265,16498.47,73.81279,2764.790039
"Aug 24, 2011",8.218,16284.98,74.09063,2766.25
"Aug 25, 2011",8.245,16146.33,75.556686,2756.379883
"Aug 26, 2011",8.303,15848.83,76.319206,2744.610107
"Aug 29, 2011",8.326,16416.33,78.610809,2669.23999
"Aug 30, 2011",8.319,16676.75,78.76564,2693.070068
"Sep 02, 2011",8.349,16821.46,81.568192,2556.389893
"Sep 05, 2011",8.288,16713.33,79.214668,2532.409912
"Sep 06, 2011",8.304,16862.81,81.715271,2357.689941
"Sep 07, 2011",8.31,17065,81.963013,2482.52002
"Sep 08, 2011",8.296,17165.54,84.401711,2381.050049
"Sep 09, 2011",8.314,16866.97,80.1437,2492.679932
"Sep 12, 2011",8.292,16501.74,81.730804,2507.97998
"Sep 13, 2011",8.325,16467.44,80.902382,2555.199951
"Sep 14, 2011",8.347,16709.6,82.241783,2523.449951
"Sep 15, 2011",8.329,16876.54,83.681702,2511.47998
"Sep 16, 2011",8.362,16933.83,85.400391,2380.429932
"Sep 19, 2011",8.329,16745.35,86.089447,2341.840088
"Sep 20, 2011",8.337,17099.28,85.872635,2345.379883
"Sep 21, 2011",8.328,17065.15,84.688171,2446.060059
"Sep 22, 2011",8.3,16361.15,82.280472,2467.689941
"Sep 23, 2011",8.302,16162.06,83.170776,2419.629883
"Sep 26, 2011",8.311,16051.1,83.991417,2479.850098
"Sep 27, 2011",8.326,16524.03,82.830139,2562.110107
"Sep 28, 2011",8.347,16446.02,84.161713,2576.110107
"Sep 29, 2011",8.442,16698.07,82.861092,2579.459961
"Oct 03, 2011",8.537,16453.76,84.617615,2546.040039
"Oct 04, 2011",8.545,16151.45,87.366463,2480.330078
"Oct 05, 2011",8.578,15864.86,88.275002,2473.830078
"Oct 07, 2011",8.666,15792.41,86.589905,2548.939941
"Oct 10, 2011",8.751,16232.54,87.366463,2529.139893
"Oct 11, 2011",8.71,16557.23,88.298302,2467.98999
"Oct 12, 2011",8.738,16536.47,88.391449,2495.090088
"Oct 13, 2011",8.725,16958.39,87.133522,2532.149902
"Oct 14, 2011",8.784,16883.92,87.871231,2572.550049
"Oct 17, 2011",8.757,17082.69,86.527802,2607.070068
"Oct 18, 2011",8.748,17025.09,87.156776,2622.310059
"Oct 19, 2011",8.775,16748.29,88.818573,2612.830078
"Oct 20, 2011",8.79,17085.34,89.191315,2590.23999
"Oct 21, 2011",8.82,16936.89,92.14209,2538.189941
"Oct 24, 2011",8.817,16785.64,95.605385,2455.669922
"Oct 25, 2011",8.763,16939.28,93.827148,2483.22998
"Oct 28, 2011",8.852,17254.86,92.320679,2516.689941
"Oct 31, 2011",8.879,17288.83,90.907455,2546.830078
"Nov 01, 2011",8.947,17804.8,90.876312,2491.580078
"Nov 02, 2011",8.904,17705.01,91.505379,2480.76001
"Nov 03, 2011",8.901,17480.83,93.803841,2415.399902
"Nov 04, 2011",8.968,17464.85,96.385307,2335.830078
"Nov 08, 2011",9.034,17481.93,95.163086,2404.820068
"Nov 09, 2011",9.061,17562.61,94.478004,2460.51001
"Nov 11, 2011",9.054,17569.53,92.7342,2506.820068
"Nov 14, 2011",9.037,17362.1,92.049126,2479.350098
"Nov 15, 2011",8.97,17192.82,90.749054,2566.050049
"Nov 16, 2011",8.977,17118.74,90.445419,2583.030029
"Nov 17, 2011",8.838,16882.67,89.129761,2604.72998
"Nov 18, 2011",8.856,16775.87,90.01725,2620.23999
"Nov 21, 2011",8.837,16461.71,88.709404,2667.850098
"Nov 22, 2011",8.844,16371.51,90.243019,2614.919922
"Nov 23, 2011",8.812,15946.1,89.682487,2657.429932
"Nov 24, 2011",8.793,16065.42,89.65136,2604.040039
"Nov 25, 2011",8.811,15699.97,89.012955,2598.620117
"Nov 28, 2011",8.827,15858.49,88.071014,2637.459961
"Nov 29, 2011",8.825,15695.43,88.218941,2699.439941
"Nov 30, 2011",8.738,16167.13,90.461014,2638.419922
"Dec 01, 2011",8.697,16008.34,88.880638,2650.669922
"Dec 02, 2011",8.647,16123.46,85.867874,2738.629883
"Dec 05, 2011",8.577,16483.45,86.770958,2737.149902
"Dec 07, 2011",8.594,16846.83,90.211853,2684.409912
"Dec 08, 2011",8.519,16805.33,93.231674,2606.959961
"Dec 09, 2011",8.533,16877.06,92.068687,2639.97998
"Dec 12, 2011",8.446,16488.24,90.804253,2697.969971
"Dec 13, 2011",8.403,16213.46,90.913551,2686.149902
"Dec 14, 2011",8.491,15870.35,91.491127,2695.25
"Dec 15, 2011",8.486,16002.51,90.320358,2727.48999
"Dec 16, 2011",8.379,15881.14,92.193604,2621.649902
"Dec 19, 2011",8.329,15836.47,90.819908,2625.149902
"Dec 20, 2011",8.276,15491.35,90.265694,2678.75
"Dec 21, 2011",8.34,15379.34,91.71743,2657.219971
"Dec 22, 2011",8.333,15175.08,91.59259,2686.199951
"Dec 23, 2011",8.365,15685.21,92.427727,2639.610107
"Dec 26, 2011",8.49,15813.36,93.169228,2587.98999
"Dec 27, 2011",8.476,15738.7,93.145836,2572.5
"Dec 28, 2011",8.478,15970.75,93.699974,2523.139893
"Dec 29, 2011",8.536,15873.95,94.745834,2521.280029
"Dec 30, 2011",8.56,15727.85,95.67469,2460.080078
"Jan 02, 2012",8.409,15543.93,94.285339,2441.51001
"Jan 03, 2012",8.357,15454.92,94.23851,2527.340088
"Jan 04, 2012",8.364,15517.92,93.465775,2515.51001
"Jan 05, 2012",8.328,15939.36,92.006248,2620.340088
"Jan 06, 2012",8.219,15882.64,91.544601,2626.199951
"Jan 09, 2012",8.201,15857.08,92.827827,2626.929932
"Jan 10, 2012",8.228,15867.73,92.640053,2655.76001
"Jan 11, 2012",8.232,15848.8,91.75589,2649.560059
"Jan 12, 2012",8.251,15814.72,92.084503,2649.209961
"Jan 13, 2012",8.192,16165.09,93.234665,2596.379883
"Jan 16, 2012",8.222,16175.86,91.317734,2646.850098
"Jan 17, 2012",8.218,16037.51,92.334885,2612.26001
"Jan 18, 2012",8.19,16154.62,93.195572,2579.27002
"Jan 19, 2012",8.169,16189.36,94.956055,2539.310059
"Jan 20, 2012",8.181,16466.05,94.603966,2541.01001
"Jan 23, 2012",8.17,16451.47,95.707153,2555.330078
"Jan 24, 2012",8.355,16643.74,96.919945,2523.139893
"Jan 25, 2012",8.31,16739.01,94.502213,2603.72998
"Jan 27, 2012",8.354,16751.73,93.187698,2577.969971
"Jan 30, 2012",8.284,16995.77,93.578926,2599.449951
"Jan 31, 2012",8.267,17077.18,92.538338,2618.639893
"Feb 01, 2012",8.143,17233.98,92.977905,2625.199951
"Feb 02, 2012",8.131,16863.3,94.69693,2589.97998
"Feb 03, 2012",8.164,17193.55,94.869644,2613.73999
"Feb 06, 2012",8.183,17300.58,95.175728,2605.149902
"Feb 07, 2012",8.188,17431.85,93.747147,2648.719971
"Feb 08, 2012",8.232,17604.96,92.632507,2648.360107
"Feb 09, 2012",8.272,17707.31,92.467697,2669.860107
"Feb 10, 2012",8.194,17622.45,93.197662,2674.219971
"Feb 11, 2012",8.202,17707.32,93.032806,2676.560059
"Feb 13, 2012",8.209,17830.75,92.875816,2702.5
"Feb 14, 2012",8.18,17748.69,94.084656,2710.76001
"Feb 15, 2012",8.197,17772.84,93.951233,2724.699951
"Feb 16, 2012",8.197,17848.57,94.88533,2710.669922
"Feb 17, 2012",8.185,18202.41,95.324898,2728.080078
"Feb 18, 2012",8.188,18153.99,94.171013,2769.709961
"Feb 19, 2012",8.188,18289.35,92.875816,2788.330078
"Feb 21, 2012",8.173,18428.61,91.824013,2786.699951
"Feb 22, 2012",8.222,18145.25,91.243134,2784.169922
"Feb 23, 2012",8.196,18078.5,91.407951,2786.639893
"Feb 24, 2012",8.226,17923.57,91.188194,2818.310059
"Feb 25, 2012",8.227,17445.75,92.397011,2805.280029
"Feb 27, 2012",8.229,17731.12,92.687485,2816.550049
"Feb 28, 2012",8.212,17752.68,93.778557,2811.939941
"Feb 29, 2012",8.199,17583.97,94.861763,2813.840088
"Mar 01, 2012",8.237,17636.8,93.775154,2848.27002
"Mar 02, 2012",8.224,17636.99,93.735832,2859.679932
"Mar 03, 2012",8.225,17362.87,91.72155,2905.659912
"Mar 05, 2012",8.228,17173.29,92.63427,2901.98999
"Mar 06, 2012",8.232,17145.52,91.485466,2904.080078
"Mar 07, 2012",8.241,17503.24,91.55629,2915.860107
"Mar 08, 2012",8.242,17587.67,90.871742,2927.22998
"Mar 09, 2012",8.281,17813.62,92.051964,2903.879883
"Mar 10, 2012",8.285,17919.3,92.170006,2931.389893
"Mar 12, 2012",8.294,17675.85,92.657845,2931.830078
"Mar 13, 2012",8.321,17466.2,92.492676,2915.830078
"Mar 14, 2012",8.281,17273.37,91.752991,2959.850098
"Mar 15, 2012",8.36,17316.18,91.729362,2951.780029
"Mar 16, 2012",8.422,17601.71,90.714363,2948.570068
"Mar 17, 2012",8.428,17196.47,91.855286,2933.169922
"Mar 19, 2012",8.416,17361.74,91.855286,2956.97998
"Mar 20, 2012",8.411,17052.78,92.45327,2963.75
"Mar 21, 2012",8.391,17257.36,93.271606,2966.159912
"Mar 22, 2012",8.376,17121.62,92.964737,2986.76001
"Mar 23, 2012",8.384,17058.61,92.398209,2966.889893
"Mar 26, 2012",8.472,17404.2,91.52832,2988.969971
"Mar 27, 2012",8.502,17478.15,92.387917,2976.189941
"Mar 28, 2012",8.62,17597.42,91.654465,2950.47998
"Mar 29, 2012",8.606,17486.02,92.76651,2910.320068
"Mar 30, 2012",8.572,17222.14,92.198685,2935.689941
"Mar 31, 2012",8.588,17243.84,91.27594,2970.419922
"Apr 03, 2012",8.736,17199.4,91.457367,2988.340088
"Apr 04, 2012",8.688,17332.62,91.441597,2983.659912
"Apr 05, 2012",8.693,17094.51,89.832748,3039.879883
"Apr 08, 2012",8.693,17150.95,87.569397,3040.72998
"Apr 09, 2012",8.626,17357.94,87.703468,3056.370117
"Apr 10, 2012",8.591,17392.39,87.876976,3055.26001
"Apr 11, 2012",8.545,17503.71,86.828125,3078.320068
"Apr 12, 2012",8.439,17373.84,87.175133,3074.149902
"Apr 13, 2012",8.468,17096.68,88.160873,3075.320068
"Apr 14, 2012",8.471,17207.29,88.444763,3063.320068
"Apr 16, 2012",8.455,17151.29,89.280746,3067.919922
"Apr 17, 2012",8.341,17130.67,88.823341,3122.570068
"Apr 18, 2012",8.359,17134.25,89.46209,3120.350098
"Apr 19, 2012",8.409,17187.34,89.335938,3104.959961
"Apr 20, 2012",8.543,17318.81,90.006287,3095.360107
"Apr 21, 2012",8.548,17301.91,88.484245,3091.570068
"Apr 23, 2012",8.568,17151.19,88.974411,3119.699951
"Apr 24, 2012",8.567,16831.08,87.432625,3113.570068
"Apr 25, 2012",8.628,16912.71,88.634468,3068.090088
"Apr 26, 2012",8.655,16546.18,89.274918,3080.5
"Apr 27, 2012",8.647,16479.58,91.36232,3047.080078
"Apr 28, 2012",8.652,16420.05,92.398048,2991.219971
"Apr 30, 2012",8.671,16292.98,91.291115,3016.459961
"May 01, 2012",8.675,16215.84,90.911598,3055.550049
"May 02, 2012",8.635,16328.25,92.382256,3011.330078
"May 03, 2012",8.619,16030.09,92.247871,2988.399902
"May 04, 2012",8.63,16070.48,92.192482,3042.820068
"May 05, 2012",8.651,16152.75,92.461327,3031.449951
"May 06, 2012",8.651,16183.26,92.548294,3007.560059
"May 07, 2012",8.69,16026.41,92.56411,3000.449951
"May 08, 2012",8.541,15948.1,93.236168,2970.449951
"May 09, 2012",8.561,16222.3,92.579918,2961.600098
"May 10, 2012",8.562,16217.82,92.105507,3029.629883
"May 11, 2012",8.565,16416.84,92.658981,3050.610107
"May 12, 2012",8.569,16438.58,92.738052,3069.199951
"May 14, 2012",8.518,16312.15,92.761787,3046.360107
"May 15, 2012",8.495,16218.53,92.280724,3050.439941
"May 16, 2012",8.517,15965.16,92.93058,3059.850098
"May 17, 2012",8.495,15988.4,92.906815,3024.300049
"May 18, 2012",8.525,16020.64,93.635971,2956.340088
